FLT_NUM,DD,B,C,D,E,G,H,I,J,K,L,M,N,O,P,Q,R,T,U,V,X,Y,Z,CT,YT,TT,SORG,SDST,DemCluster,HLDate,HCBuy
6180,2019-03-08,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,3.0,0.0,0.0,10.0,4.0,0.0,0.0,2.0,0.0,0.0,5.0,118.0,123.0,AER,SVO,1,20,0
1642,2019-03-08,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,47.0,0.0,0.0,10.0,36.0,15.0,0.0,0.0,11.0,0.0,0.0,0.0,134.0,134.0,SVO,ASF,2,14,1
6179,2019-03-08,0.0,1.0,4.0,26.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,75.0,4.0,0.0,9.0,0.0,34.0,0.0,0.0,5.0,2.0,0.0,10.0,154.0,164.0,SVO,AER,2,40,1
1123,2019-03-08,0.0,3.0,1.0,33.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,94.0,5.0,0.0,0.0,12.0,3.0,0.0,0.0,9.0,1.0,0.0,10.0,152.0,162.0,AER,SVO,2,21,0
1173,2019-03-08,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,31.0,0.0,0.0,2.0,50.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,125.0,125.0,ASF,SVO,1,14,1
1125,2019-03-08,0.0,3.0,3.0,62.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54.0,4.0,0.0,5.0,7.0,24.0,0.0,0.0,6.0,0.0,0.0,11.0,158.0,169.0,AER,SVO,2,37,1
1136,2019-03-08,2.0,0.0,6.0,27.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,30.0,6.0,0.0,41.0,0.0,50.0,7.0,0.0,5.0,1.0,0.0,16.0,165.0,181.0,SVO,AER,2,38,1
1131,2019-03-08,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,62.0,3.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,78.0,81.0,AER,SVO,0,16,0
1135,2019-03-08,0.0,2.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,1.0,15.0,14.0,0.0,0.0,5.0,0.0,5.0,8.0,115.0,123.0,AER,SVO,1,21,0
1124,2019-03-08,0.0,6.0,3.0,8.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,6.0,3.0,0.0,9.0,0.0,118.0,10.0,0.0,3.0,0.0,0.0,16.0,158.0,174.0,SVO,AER,2,25,0
1643,2019-03-08,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0,3.0,0.0,0.0,22.0,16.0,2.0,0.0,3.0,0.0,1.0,4.0,101.0,105.0,ASF,SVO,1,12,0
6181,2019-03-08,0.0,0.0,2.0,34.0,0.0,4.0,0.0,1.0,1.0,6.0,0.0,54.0,4.0,0.0,20.0,0.0,17.0,5.0,0.0,15.0,0.0,0.0,7.0,156.0,163.0,SVO,AER,2,24,0
1130,2019-03-08,0.0,0.0,0.0,47.0,0.0,1.0,0.0,5.0,0.0,3.0,1.0,41.0,2.0,0.0,7.0,0.0,25.0,2.0,0.0,6.0,1.0,0.0,7.0,134.0,141.0,SVO,AER,1,14,0
1134,2019-03-08,0.0,0.0,11.0,43.0,1.0,0.0,0.0,2.0,2.0,4.0,4.0,1.0,6.0,0.0,32.0,0.0,43.0,1.0,0.0,5.0,0.0,0.0,19.0,136.0,155.0,SVO,AER,1,36,1
1139,2019-03-08,0.0,0.0,0.0,20.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,100.0,4.0,0.0,1.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,133.0,140.0,AER,SVO,2,28,1
1137,2019-03-08,0.0,0.0,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,2.0,0.0,1.0,14.0,7.0,0.0,0.0,4.0,0.0,0.0,5.0,123.0,128.0,AER,SVO,1,22,0
1128,2019-03-08,0.0,0.0,1.0,16.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,124.0,2.0,0.0,4.0,0.0,3.0,2.0,0.0,10.0,0.0,0.0,7.0,162.0,169.0,SVO,AER,1,23,0
1141,2019-03-08,0.0,0.0,1.0,45.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,50.0,3.0,0.0,1.0,10.0,17.0,0.0,0.0,4.0,0.0,0.0,7.0,127.0,134.0,AER,SVO,1,23,0
1127,2019-03-08,0.0,0.0,1.0,19.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,43.0,0.0,0.0,8.0,7.0,47.0,0.0,0.0,5.0,0.0,0.0,3.0,132.0,135.0,AER,SVO,2,22,0
1172,2019-03-08,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44.0,0.0,0.0,0.0,38.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,93.0,93.0,SVO,ASF,0,3,0
1175,2019-03-08,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,2.0,0.0,1.0,35.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,64.0,66.0,ASF,SVO,0,6,0
1138,2019-03-08,0.0,0.0,2.0,27.0,0.0,3.0,4.0,3.0,2.0,0.0,0.0,26.0,6.0,0.0,25.0,0.0,35.0,3.0,0.0,5.0,4.0,2.0,17.0,130.0,147.0,SVO,AER,2,38,1
1642,2019-03-09,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,2.0,0.0,0.0,23.0,8.0,0.0,0.0,1.0,0.0,0.0,2.0,103.0,105.0,SVO,ASF,1,7,0
6180,2019-03-09,0.0,0.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,33.0,0.0,11.0,3.0,0.0,39.0,0.0,40.0,0.0,0.0,11.0,0.0,1.0,4.0,150.0,154.0,AER,SVO,2,17,0
1139,2019-03-09,0.0,2.0,7.0,20.0,0.0,3.0,0.0,0.0,0.0,23.0,0.0,19.0,6.0,1.0,12.0,15.0,22.0,0.0,0.0,16.0,0.0,1.0,16.0,131.0,147.0,AER,SVO,2,28,1
1122,2019-03-09,0.0,0.0,1.0,49.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71.0,5.0,1.0,8.0,0.0,22.0,0.0,0.0,7.0,0.0,0.0,6.0,159.0,165.0,SVO,AER,2,15,0
6182,2019-03-09,0.0,0.0,2.0,13.0,0.0,17.0,0.0,1.0,1.0,51.0,0.0,9.0,4.0,0.0,35.0,0.0,15.0,3.0,0.0,9.0,0.0,0.0,7.0,153.0,160.0,AER,SVO,2,31,1
1129,2019-03-09,0.0,0.0,0.0,33.0,0.0,4.0,1.0,1.0,3.0,3.0,0.0,68.0,6.0,0.0,13.0,17.0,9.0,1.0,0.0,11.0,4.0,0.0,8.0,166.0,174.0,AER,SVO,1,16,0
1172,2019-03-09,1.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,57.0,0.0,0.0,10.0,39.0,11.0,0.0,0.0,3.0,3.0,0.0,2.0,138.0,140.0,SVO,ASF,2,6,0
1138,2019-03-09,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,70.0,5.0,0.0,3.0,0.0,12.0,0.0,0.0,5.0,0.0,0.0,5.0,130.0,135.0,SVO,AER,1,14,0
1134,2019-03-09,0.0,0.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,6.0,0.0,28.0,0.0,21.0,0.0,0.0,12.0,0.0,0.0,8.0,136.0,144.0,SVO,AER,1,17,0
6179,2019-03-09,0.0,0.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,2.0,0.0,0.0,2.0,142.0,144.0,SVO,AER,2,12,0
1128,2019-03-09,1.0,0.0,1.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,39.0,6.0,0.0,1.0,19.0,0.0,0.0,0.0,4.0,1.0,0.0,9.0,75.0,84.0,SVO,AER,0,12,0
1141,2019-03-09,0.0,0.0,7.0,0.0,0.0,24.0,1.0,1.0,16.0,39.0,0.0,24.0,5.0,0.0,18.0,0.0,6.0,2.0,0.0,5.0,1.0,0.0,14.0,135.0,149.0,AER,SVO,2,30,1
1123,2019-03-09,0.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0,89.0,0.0,25.0,6.0,0.0,7.0,15.0,14.0,0.0,0.0,5.0,0.0,0.0,12.0,162.0,174.0,AER,SVO,2,31,1
1120,2019-03-09,0.0,0.0,2.0,16.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,55.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,73.0,79.0,SVO,AER,1,8,0
1127,2019-03-09,0.0,0.0,8.0,10.0,0.0,19.0,0.0,2.0,12.0,12.0,0.0,41.0,6.0,0.0,26.0,0.0,0.0,8.0,0.0,5.0,1.0,0.0,16.0,134.0,150.0,AER,SVO,2,49,1
1173,2019-03-09,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,43.0,0.0,0.0,3.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,118.0,119.0,ASF,SVO,1,9,0
1136,2019-03-09,0.0,0.0,3.0,52.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,56.0,4.0,0.0,15.0,0.0,25.0,0.0,0.0,11.0,0.0,0.0,8.0,162.0,170.0,SVO,AER,2,27,0
1125,2019-03-09,0.0,0.0,7.0,8.0,0.0,8.0,0.0,5.0,20.0,14.0,0.0,61.0,3.0,0.0,38.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,15.0,156.0,171.0,AER,SVO,2,47,1
1131,2019-03-09,0.0,0.0,3.0,17.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,76.0,4.0,0.0,5.0,20.0,5.0,1.0,0.0,8.0,0.0,0.0,13.0,137.0,150.0,AER,SVO,1,13,0
1135,2019-03-09,0.0,2.0,6.0,1.0,0.0,19.0,1.0,3.0,4.0,25.0,0.0,47.0,6.0,0.0,17.0,14.0,0.0,0.0,0.0,5.0,0.0,2.0,20.0,132.0,152.0,AER,SVO,1,50,1
1124,2019-03-09,0.0,1.0,5.0,39.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,81.0,3.0,1.0,10.0,0.0,16.0,0.0,0.0,7.0,0.0,0.0,9.0,156.0,165.0,SVO,AER,2,17,0
1137,2019-03-09,0.0,0.0,5.0,18.0,0.0,17.0,0.0,2.0,1.0,66.0,0.0,14.0,2.0,1.0,8.0,15.0,15.0,0.0,0.0,5.0,0.0,0.0,9.0,160.0,169.0,AER,SVO,2,33,1
1643,2019-03-09,2.0,0.0,0.0,16.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,40.0,1.0,0.0,5.0,39.0,8.0,0.0,0.0,2.0,3.0,0.0,7.0,118.0,125.0,ASF,SVO,1,12,0
1130,2019-03-09,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,38.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,49.0,53.0,SVO,AER,0,25,0
1126,2019-03-09,0.0,0.0,1.0,30.0,0.0,3.0,0.0,8.0,0.0,2.0,0.0,61.0,3.0,0.0,4.0,0.0,19.0,0.0,0.0,9.0,0.0,0.0,12.0,128.0,140.0,SVO,AER,2,12,0
6181,2019-03-09,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,117.0,121.0,SVO,AER,1,6,0
1140,2019-03-09,0.0,0.0,0.0,26.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,73.0,5.0,0.0,7.0,1.0,14.0,0.0,0.0,4.0,0.0,0.0,8.0,128.0,136.0,SVO,AER,1,10,0
1121,2019-03-09,0.0,0.0,2.0,3.0,0.0,13.0,0.0,2.0,5.0,17.0,0.0,12.0,4.0,0.0,6.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,8.0,70.0,78.0,AER,SVO,1,40,1
1127,2019-03-10,0.0,7.0,0.0,0.0,0.0,26.0,0.0,11.0,16.0,26.0,0.0,3.0,2.0,0.0,22.0,0.0,0.0,14.0,0.0,5.0,22.0,0.0,20.0,134.0,154.0,AER,SVO,2,55,1
1140,2019-03-10,0.0,0.0,0.0,25.0,0.0,1.0,3.0,2.0,0.0,0.0,2.0,57.0,5.0,2.0,16.0,10.0,14.0,1.0,0.0,7.0,0.0,0.0,10.0,135.0,145.0,SVO,AER,1,10,0
1131,2019-03-10,0.0,1.0,3.0,31.0,0.0,7.0,2.0,1.0,9.0,34.0,1.0,20.0,6.0,0.0,14.0,0.0,15.0,2.0,0.0,5.0,0.0,0.0,13.0,138.0,151.0,AER,SVO,1,41,1
6180,2019-03-10,1.0,3.0,0.0,9.0,0.0,15.0,0.0,5.0,6.0,16.0,14.0,3.0,4.0,0.0,63.0,0.0,10.0,5.0,0.0,0.0,2.0,0.0,12.0,144.0,156.0,AER,SVO,2,48,1
6182,2019-03-10,5.0,1.0,2.0,17.0,0.0,17.0,0.0,4.0,1.0,34.0,4.0,52.0,4.0,0.0,0.0,0.0,0.0,12.0,0.0,5.0,4.0,0.0,11.0,151.0,162.0,AER,SVO,2,51,1
1129,2019-03-10,0.0,0.0,2.0,22.0,1.0,11.0,0.0,2.0,15.0,42.0,0.0,21.0,6.0,0.0,28.0,0.0,16.0,0.0,0.0,6.0,0.0,0.0,10.0,162.0,172.0,AER,SVO,1,37,1
1136,2019-03-10,0.0,0.0,0.0,36.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,72.0,1.0,0.0,14.0,15.0,10.0,0.0,0.0,10.0,0.0,0.0,1.0,159.0,160.0,SVO,AER,2,17,0
1135,2019-03-10,0.0,0.0,4.0,0.0,0.0,25.0,2.0,9.0,21.0,37.0,0.0,8.0,1.0,0.0,14.0,0.0,0.0,5.0,0.0,4.0,14.0,0.0,16.0,128.0,144.0,AER,SVO,1,52,1
1122,2019-03-10,0.0,0.0,1.0,25.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,57.0,2.0,0.0,38.0,11.0,20.0,0.0,0.0,8.0,0.0,0.0,8.0,163.0,171.0,SVO,AER,2,16,0
1173,2019-03-10,0.0,0.0,0.0,47.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,50.0,3.0,0.0,13.0,0.0,19.0,1.0,0.0,6.0,0.0,0.0,4.0,137.0,141.0,ASF,SVO,2,6,0
6181,2019-03-10,0.0,0.0,0.0,28.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,56.0,2.0,0.0,0.0,10.0,2.0,0.0,0.0,4.0,1.0,0.0,4.0,101.0,105.0,SVO,AER,1,10,0
1128,2019-03-10,0.0,1.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,3.0,95.0,98.0,SVO,AER,0,6,0
1141,2019-03-10,3.0,1.0,0.0,0.0,0.0,25.0,0.0,12.0,15.0,27.0,0.0,0.0,6.0,0.0,25.0,0.0,0.0,0.0,0.0,3.0,24.0,0.0,19.0,122.0,141.0,AER,SVO,2,54,1
1174,2019-03-10,0.0,0.0,0.0,30.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,32.0,2.0,0.0,6.0,42.0,12.0,1.0,0.0,2.0,0.0,0.0,3.0,128.0,131.0,SVO,ASF,1,16,1
1138,2019-03-10,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,91.0,91.0,SVO,AER,0,18,0
1123,2019-03-10,16.0,0.0,2.0,0.0,0.0,26.0,0.0,10.0,11.0,21.0,21.0,0.0,4.0,0.0,46.0,0.0,0.0,2.0,0.0,3.0,11.0,0.0,16.0,157.0,173.0,AER,SVO,2,47,1
1120,2019-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,46.0,47.0,SVO,AER,0,14,0
1125,2019-03-10,4.0,0.0,0.0,0.0,0.0,23.0,5.0,9.0,19.0,51.0,0.0,0.0,2.0,0.0,27.0,0.0,7.0,7.0,0.0,5.0,21.0,0.0,16.0,164.0,180.0,AER,SVO,2,84,1
6179,2019-03-10,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,1.0,0.0,0.0,10.0,5.0,0.0,0.0,5.0,0.0,0.0,1.0,94.0,95.0,SVO,AER,1,18,0
1121,2019-03-10,5.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,6.0,0.0,1.0,0.0,29.0,0.0,12.0,0.0,0.0,5.0,8.0,0.0,9.0,71.0,80.0,AER,SVO,1,81,1
1126,2019-03-10,0.0,0.0,0.0,18.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,75.0,4.0,0.0,5.0,7.0,7.0,0.0,0.0,10.0,0.0,0.0,5.0,123.0,128.0,SVO,AER,1,14,0
1139,2019-03-10,4.0,4.0,8.0,7.0,0.0,8.0,0.0,1.0,2.0,18.0,17.0,1.0,2.0,0.0,32.0,0.0,5.0,23.0,0.0,5.0,0.0,0.0,15.0,122.0,137.0,AER,SVO,1,43,1
1172,2019-03-10,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37.0,2.0,0.0,3.0,49.0,10.0,0.0,0.0,1.0,0.0,0.0,2.0,114.0,116.0,SVO,ASF,1,11,0
1124,2019-03-10,0.0,0.0,5.0,24.0,0.0,0.0,0.0,5.0,1.0,4.0,0.0,70.0,3.0,0.0,22.0,10.0,16.0,1.0,0.0,10.0,0.0,0.0,13.0,158.0,171.0,SVO,AER,2,18,0
1175,2019-03-10,0.0,0.0,0.0,34.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,39.0,0.0,0.0,17.0,0.0,33.0,1.0,0.0,10.0,1.0,0.0,4.0,137.0,141.0,ASF,SVO,2,11,0
1137,2019-03-10,8.0,0.0,2.0,5.0,0.0,20.0,0.0,12.0,21.0,44.0,18.0,2.0,2.0,0.0,13.0,0.0,6.0,0.0,0.0,5.0,20.0,0.0,16.0,162.0,178.0,AER,SVO,2,46,1
1134,2019-03-10,0.0,0.0,3.0,19.0,0.0,0.0,1.0,4.0,0.0,13.0,0.0,46.0,3.0,0.0,23.0,7.0,12.0,2.0,0.0,8.0,0.0,0.0,11.0,130.0,141.0,SVO,AER,1,26,0
1130,2019-03-10,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,68.0,69.0,SVO,AER,0,20,0
1642,2019-03-10,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,48.0,0.0,1.0,7.0,32.0,5.0,2.0,0.0,7.0,0.0,0.0,0.0,113.0,113.0,SVO,ASF,1,10,0
1643,2019-03-10,0.0,0.0,0.0,34.0,0.0,0.0,2.0,1.0,0.0,5.0,1.0,46.0,1.0,0.0,7.0,0.0,28.0,1.0,0.0,8.0,0.0,0.0,4.0,130.0,134.0,ASF,SVO,1,12,0
1125,2019-03-11,2.0,0.0,1.0,20.0,3.0,0.0,0.0,11.0,3.0,14.0,5.0,18.0,2.0,0.0,30.0,15.0,26.0,15.0,0.0,5.0,3.0,0.0,14.0,159.0,173.0,AER,SVO,2,40,1
1173,2019-03-11,0.0,0.0,0.0,12.0,0.0,3.0,4.0,4.0,2.0,8.0,0.0,22.0,2.0,0.0,10.0,42.0,31.0,3.0,0.0,3.0,2.0,0.0,10.0,138.0,148.0,ASF,SVO,2,18,1
6181,2019-03-11,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,2.0,4.0,0.0,3.0,112.0,115.0,SVO,AER,1,11,0
1124,2019-03-11,0.0,0.0,0.0,27.0,0.0,0.0,2.0,0.0,1.0,8.0,0.0,67.0,4.0,0.0,13.0,19.0,5.0,1.0,0.0,5.0,0.0,0.0,6.0,146.0,152.0,SVO,AER,1,41,1
1131,2019-03-11,0.0,0.0,6.0,23.0,0.0,7.0,0.0,1.0,8.0,6.0,2.0,31.0,7.0,0.0,23.0,10.0,17.0,6.0,0.0,5.0,0.0,1.0,15.0,138.0,153.0,AER,SVO,1,45,1
1643,2019-03-11,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,64.0,0.0,0.0,1.0,30.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,132.0,132.0,ASF,SVO,1,7,0
1172,2019-03-11,0.0,0.0,0.0,18.0,0.0,0.0,3.0,4.0,0.0,3.0,0.0,55.0,2.0,0.0,9.0,37.0,11.0,0.0,0.0,0.0,1.0,0.0,9.0,134.0,143.0,SVO,ASF,2,10,0
1128,2019-03-11,1.0,0.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,59.0,2.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,78.0,83.0,SVO,AER,0,7,0
1130,2019-03-11,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,56.0,58.0,SVO,AER,0,1,0
1123,2019-03-11,0.0,2.0,2.0,20.0,0.0,9.0,0.0,5.0,12.0,18.0,2.0,29.0,3.0,0.0,24.0,15.0,27.0,1.0,0.0,5.0,0.0,1.0,13.0,162.0,175.0,AER,SVO,2,38,1
1140,2019-03-11,0.0,0.0,0.0,19.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,77.0,6.0,0.0,6.0,11.0,12.0,0.0,0.0,5.0,0.0,0.0,10.0,135.0,145.0,SVO,AER,1,21,0
1138,2019-03-11,0.0,0.0,0.0,17.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,66.0,1.0,0.0,9.0,20.0,14.0,2.0,0.0,5.0,0.0,0.0,5.0,135.0,140.0,SVO,AER,2,31,1
1134,2019-03-11,3.0,0.0,1.0,25.0,0.0,2.0,0.0,2.0,1.0,9.0,0.0,42.0,2.0,0.0,17.0,18.0,14.0,1.0,0.0,4.0,0.0,0.0,5.0,136.0,141.0,SVO,AER,1,44,1
1139,2019-03-11,0.0,2.0,8.0,27.0,0.0,18.0,0.0,3.0,16.0,2.0,4.0,16.0,4.0,0.0,2.0,13.0,20.0,9.0,0.0,4.0,0.0,0.0,17.0,131.0,148.0,AER,SVO,2,38,1
1122,2019-03-11,0.0,0.0,0.0,17.0,0.0,4.0,0.0,0.0,1.0,21.0,1.0,59.0,3.0,0.0,1.0,15.0,17.0,10.0,0.0,5.0,1.0,0.0,3.0,152.0,155.0,SVO,AER,1,43,1
6179,2019-03-11,0.0,0.0,0.0,20.0,0.0,3.0,0.0,2.0,2.0,2.0,0.0,98.0,0.0,0.0,0.0,19.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,149.0,151.0,SVO,AER,2,33,1
1135,2019-03-11,0.0,1.0,9.0,20.0,0.0,4.0,0.0,2.0,4.0,14.0,0.0,20.0,4.0,2.0,25.0,9.0,16.0,15.0,0.0,5.0,0.0,0.0,16.0,134.0,150.0,AER,SVO,1,38,1
1137,2019-03-11,0.0,2.0,2.0,22.0,0.0,7.0,1.0,9.0,4.0,16.0,0.0,13.0,2.0,2.0,25.0,15.0,41.0,7.0,0.0,5.0,0.0,0.0,16.0,157.0,173.0,AER,SVO,2,40,1
6182,2019-03-11,1.0,0.0,0.0,33.0,0.0,8.0,0.0,1.0,0.0,30.0,0.0,23.0,4.0,0.0,18.0,15.0,22.0,0.0,0.0,4.0,0.0,0.0,5.0,154.0,159.0,AER,SVO,2,33,1
1121,2019-03-11,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,2.0,26.0,4.0,0.0,15.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0,71.0,80.0,AER,SVO,1,48,1
1120,2019-03-11,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1.0,0.0,1.0,13.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,66.0,67.0,SVO,AER,1,14,0
6180,2019-03-11,0.0,0.0,2.0,28.0,0.0,19.0,1.0,1.0,9.0,36.0,0.0,14.0,2.0,0.0,5.0,15.0,19.0,0.0,0.0,5.0,0.0,0.0,6.0,150.0,156.0,AER,SVO,2,38,1
1129,2019-03-11,0.0,0.0,6.0,22.0,0.0,16.0,0.0,4.0,11.0,0.0,3.0,49.0,6.0,0.0,33.0,8.0,6.0,5.0,0.0,3.0,3.0,0.0,16.0,159.0,175.0,AER,SVO,1,42,1
1141,2019-03-11,0.0,0.0,6.0,21.0,0.0,9.0,1.0,7.0,11.0,15.0,0.0,16.0,5.0,0.0,14.0,15.0,26.0,2.0,0.0,5.0,0.0,0.0,19.0,134.0,153.0,AER,SVO,2,38,1
1126,2019-03-11,0.0,0.0,0.0,39.0,0.0,1.0,0.0,9.0,0.0,3.0,0.0,24.0,2.0,8.0,18.0,19.0,12.0,0.0,0.0,11.0,0.0,0.0,11.0,135.0,146.0,SVO,AER,2,35,1
1127,2019-03-11,0.0,6.0,1.0,19.0,0.0,14.0,2.0,6.0,21.0,11.0,2.0,11.0,5.0,0.0,22.0,13.0,17.0,1.0,0.0,5.0,0.0,0.0,20.0,136.0,156.0,AER,SVO,2,40,1
1174,2019-03-11,0.0,0.0,0.0,11.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,47.0,7.0,0.0,0.0,1.0,0.0,0.0,5.0,124.0,129.0,SVO,ASF,1,11,0
1642,2019-03-11,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,61.0,0.0,0.0,4.0,26.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,102.0,102.0,SVO,ASF,1,13,0
1136,2019-03-11,0.0,0.0,3.0,29.0,0.0,12.0,0.0,4.0,5.0,19.0,0.0,44.0,2.0,0.0,3.0,20.0,28.0,1.0,0.0,5.0,1.0,0.0,9.0,167.0,176.0,SVO,AER,2,41,1
1175,2019-03-11,0.0,0.0,0.0,18.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,37.0,0.0,0.0,10.0,47.0,16.0,1.0,0.0,5.0,1.0,0.0,8.0,136.0,144.0,ASF,SVO,2,7,0
6179,2019-03-12,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,121.0,3.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,144.0,147.0,SVO,AER,2,8,0
1128,2019-03-12,0.0,6.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,102.0,5.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,0.0,0.0,16.0,116.0,132.0,SVO,AER,1,6,0
